Id,Sentence,Explain,Created at,Updated at
1239,"朋友，那不是懒，懒是可以克服的。你只是脑子比较弱(笨)，没办法长时间经受高强度的思考，去搞逻辑太复杂的东西和处理太多的信息量。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1238,"优秀的女生在脆弱的时候(比如分手，工作不如意)，会需要比平时更多的关爱，于是会和更多的人交流。如果她在恢复正常后，回到了自己原来的圈子，不再理你，请你不要奇怪。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1237,"每天显得无聊或寂寞了，去找朋友一起吃饭和逛，只不过是为了满足自己与人交往的需求，算不上是社交。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1236,"好身材的因素很多。不是节食和锻炼就能拥有好身材的。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1235,"要是有个地方能出卖自己的灵魂换取物质享受就好了。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1234,"假如今天生活欺骗了你，不要悲伤，不要哭泣，因为明天生活还会继续欺骗你。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1233,"你努力后的成功，不能弥补你成功前的痛苦。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1232,"一场说走就走的旅行归来后，除了该做的事情被拖延的更久了，什么都没有改变。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1231,"除了有钱人，世上还有两种人：其一是省吃俭用买奢侈品装逼，其二是省吃俭用也买不起奢侈品的。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1230,"我发现很多混得不好的人看得都很开。也不知道他们是因为看得透彻而不屑于世俗的成功，还是因为不成功而不得不看得开。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1229,"很多人不是心理疾病，而是心理残疾，治不好的。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1228,"“为什么我总是感觉自己特别普通?”“可能是因为你确实比较普通吧。”
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1227,"小孩问富翁：叔叔为什么你这么有钱呢?富翁说：我给你讲个故事吧。很小的时候，我注意到楼下的矿泉水卖一块钱，而三站地外的篮球场上，要卖一块五。我拿着一个大书包，从楼下买水带到球场去卖，卖一块二。一个月我挣了十块钱。小孩说：我好像明白了。富翁说：你明白个屁。后来我爸死了，把钱留给我了。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1226,"大部分成功靠得既不是厚积薄发的努力，也不是戏剧化的机遇，而是早就定好的出身和天赋。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1225,"普通人一生的四个阶段：心比天高的无知快乐与希望——愧不如人后的奋斗与煎熬——毫无回报的愤懑与失望——坦然的平凡和颓废。你走到哪一步了?
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1224,"你只需看着别人精彩，老天对你另有安排。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1223,"一些年轻人通过美剧、旅游和Youtube视频拥有了朴素的自由民主和人权观念;他们觉得自己工作烂，人缘差，没对象，都是中国的体制害的。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1222,"没有钱包的充实，哪来内心的宁静。很多人都本末倒置了。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1221,"“不去努力然后告诉自己我根本就不想要”的痛苦，比“拼命努力后失败”的痛苦，要小得多。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1220,"“妈不是说你，你看你找那个对象，长得那么丑，话也说不明白，我要是和别人说这是我女婿我都觉得丢人”
“他家有十几个亿。”
“当然了，人也没必要活得那么虚荣，为什么非要在意别人的看法呢?更何况爱情本来就是盲目的，妈支持你!”
",,2019-04-18 02:50:18 UTC,2021-01-25 02:09:04 UTC
1219,"如果你是长得好看的话，在公车地铁上睡着了，头靠在旁边人的肩上，旁边的人会一直陪着你直到醒来。你要是长的丑的话，头一旦靠在旁边的人肩上，他会立即拍醒你，并温馨提醒你保管好财物。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1218,"年轻的男孩只希望自己的女朋友是美丽的。而随着他不断长大，阅历的不断积累，他终归会认识到：美丽并不是选择伴侣的全部，性感也很重要。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1217,"女生有这样的梦想：某一天辛苦工作之后，在客户处认识一位优秀男人。他自信、Self-centered、成熟、幽默，又对人很caring。你们坠入爱河。他对你说：别工作了，我帮你开家咖啡馆吧!于是你的生活变了，每天在充满情调的咖啡馆里钻研咖啡甜点。你又开始相信爱情了。后来你发现男朋友开了十几家咖啡馆了。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1216,"很多时候别人对你好，并不是因为别人喜欢你，而是因为他们喜欢对人好。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1215,"好多重要又紧迫的事情，先干哪一件都会感觉别的事情被耽误了。所以还是先上会儿网吧。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1214,"所谓人生理想，就是支持你捱过每天的无聊与痛苦，最终没有实现的那个愿望。有了它，临死前是无穷的空虚和痛苦;没有它，这辈子都熬不下来。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1213,"有时我们觉得别人误会了自己，其实是我们误会了自己。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1212,"吹牛逼是一些人的天性。当对于一些话题自己乏善可陈时，就会搬弄外援：我有个朋友，拥有比你们更牛逼的经历。讲完后洋洋得意，潜台词是作为其朋友，自己肯定也不会差到哪去。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1211,"哪怕抛掉出身的因素，我觉得你也未必干得过别人。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:12 UTC
1210,"很同情那些名校毕业生。这些人中的绝大多数，一生最大的成就就是高考的成功，一下超越了社会中的各种阶层，仿佛升到顶端。之后一辈子都在走下坡路。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:11 UTC
1209,"你年轻时一事无成;时而自怨自艾颓废堕落，时而咬紧牙关拼命努力，经营关系，但你的生活一直没有改善，你一直很痛苦，直到三十岁。”他听后兴奋地问：那三十岁之后呢?有转机吗?算命先生微微抬起头：三十岁后……你就开始习惯了。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:11 UTC
1208,"我追逐自己的梦想，别人说我幼稚可笑，但我坚持了下来。最后发现，原来还真是我以前幼稚可笑。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:11 UTC
1207,"碰到一个认识的人，想一起聊聊天。她说自己去香港和希腊玩了，又买了苹果和化妆品;我不知道怎么回应，因为我很久没有出去玩和买东西了。我又说我最近思考了人为什么活着和出身的问题，她也沉默，因为很久没有思考这样的问题。此后再也无话。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:11 UTC
1206,"很多人发现自己在钱、权、女人的问题上比不过别人，于是开始试着在道德和人生境界上做文章。
",,2019-04-18 02:50:18 UTC,2019-04-28 08:24:11 UTC
1205,"我去找心理医生看抑郁症。他听完我的陈述，说道：如果你说的都真的话，为什么你不去自杀呢?你这不是抑郁症;抑郁症是看事情悲观，本来好，却认为不行。你是本来就过得不如别人。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1204,"Loser面对生活比自己好的人，心中生出了怨恨。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1203,"女生们宁肯做高帅富的备胎，也不肯接受屌丝的行为，从基因上保证了人类的进步。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1202,"只有拥有找男女朋友的能力和很多备胎，才能真正享受单身生活。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1201,"有些人感慨：“自己岁数不小了，还没有成熟起来。”其实你们已经成熟起来了，你们成熟起来就这样。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1200,"别减肥了，你丑不仅是因为胖。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1199,"直到三十岁才知道，和不同的人说不同的话，表现出不一样的态度，是一种非常可贵的能力，而不是虚伪。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1198,"我们所咒骂的那些品德败坏的人，其实不过是直接或间接地损害了我们的利益。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1197,"出卖自己的灵魂和原则并不丢人，丢人的是没能卖一个好价钱。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1196,"你努力过后才发现,智商的鸿沟是无法逾越的
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1195,"从前车马很慢书信很远,一生只够爱一个人但是能纳很多妾。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1194,"在你深夜失眠时,人家早就呼呼大睡了,在你孤独时,别人早已有了新欢,在你怀日时,别别人早就将你忘的一干二浄了,所以别再因为他继续熬夜了。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1193,"你オ二十多岁,没有遇到喜欢的人很正常,往后你会发现,大概是遇不到了。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1192,"女追男隔层纱,除非那男的本来就对你有好感,不然隔的基本都是铁丝网,还是带电的那种。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1191,"你听过的情话不都是为上床做铺垫吗?
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1190,"生活不止眼前的苟且,还有前任的喜帖。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1189,"这段日子迷惘又黑暗。撑过去了会有下一个黑暗等着你。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1188,"很多人原本只是胖,久了就变好胖。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1187,"人生很多事,终究是会随着时间好起来的。像像
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1186,"真的是太委屈了,猪都比你早起。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1185,"一些人常会被骂,说每天像猪一样爱睡懒觉。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1184,"学校教学楼则所放镜子你以为让你整理仪容!?你错了,是为了让你知道,人丑就要多读书。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1183,"长得丑就是病，不然整形医院怎么叫医院?
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1182,"上帝是公平的，给了你丑的外表，还会给你低的智商,，以免让你显得不协调。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1181,"善良没用,你得漂亮,还得有钱。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1180,"喜欢一个人就去表白,万一成备胎了呢
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1179,"好女孩只得到了好字,而漂亮女孩却得到了所有。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1178,"虽然你单身,但是你胖若两人。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1177,"你无法叫醒一个不回你消息的人,但是红包能。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1176," 哪有什么选择忍惧疰,还不是因为穷。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1175,"不要看别人表面上一帆风顺,实际上,他们肯
地里,也是一帆风顺。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1174,"当你觉得自己又丑又穷,一无是处时,别绝望,因为至少你的判断还是对的。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1173,"许多人说选择北上广的原因,是发展机会好。但他们说的发展,实际上指的就是打工。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1172," 最怕你一生碌碌无为，还安慰自己平凡可贵。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1171," 不要没完没了的修图。你现实中长得丑,我们都知知道。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1170," 盖茨休学创业成了世界富翁,但人家休的是哈佛大学。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1169," 比一个人吃火锅更寂寞的是,一个人没有钱吃火锅。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:11 UTC
1168," 有人出现在你的生命里，是为了告诉你,你真好骗。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1167," 条条大路通罗马,而有些人就生在罗马。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1166," 你们之所以喝鸡汤，是因为肉被别人吃了。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1165," 你以为有钱人很快乐吗,他们的快乐你根本想象不到。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1164," 失败并不可怕,可怕的是你还相信这句话。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1163," 有时候你不努力ー下,你都不知道什么叫绝望。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1162,"别人都有背景，而你只有背影。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1161,"虽然你单身，但是你胖若两人。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1160,"灰姑娘的鞋若是合脚当初就不会掉，王子若是真的爱灰姑娘就不会连和自己跳了一晚上的舞的女孩都不认识。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1159,"有缘千里来相会，无缘倒也省话费
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1158,"有时候，你最想得到的人，其实是你最应该离开的人。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1157,"岁月是把杀猪刀,可他拿丑的人一点办法都没有
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1156,"用钱当然买不到快乐，只是有钱，别人会想办法让你快乐。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1155,"一提到钱，大家就不是那么亲热了。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1154,"有的时候一场说走就走的旅行归来后，除了该做的事情被拖延的更久了，什么都没有改变。
",,2019-04-18 02:50:17 UTC,2019-04-28 08:24:10 UTC
1153,"跌倒了，爬起来再哭
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1152,"好女孩只得到一个好字，心机girl却得到所有。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1151,"愿你所有的丧，都是临时医嘱。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1150,"求个明白人，问条不归路。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1149,"是金子，早晚会发光。是石头，到哪里都不会发光。就算你是金子，早晚也会花光。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1148,"说明星可怜的人，有看过自己银行卡的余额吗？
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1147,"别以为王子有多爱灰姑娘，才一晚上就TM忘了是谁了，全靠水晶鞋
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1146,"许多人说选择北上广的原因， 是发展机会好。 但他们说的发展， 实际上指的就是打工。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1145,"别人问你有谈恋爱吗？就说现在没有。可以机智地掩盖过去也没有的事实。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1144,"成绩不好别着急，只要你肯坚持，一定能把前面的人熬走
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1143,"你只看到有些人表面上风光无限，却不知道，他们在背地里，也是顺风顺水呢。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1142,"不努力的女生，会有买不完的地摊货，逛不完的菜市场。努力的女生，你就没时间逛地摊。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1141,"死并不可怕，怕的是再也不能活了。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1140,"俗话说张家长，李家短，这是真的么？
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1139,"有些人努力了一辈子，就是从社会的四流挤入了三流。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1138,"不要相信小说中穿越了就能泡上美男走上人生巅峰，一般来说穿越了你连字都看不懂。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1137,"生活不止眼前的苟且，还有长远的凑合
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1136,"人性是复杂的。 不，人是「复杂」的，性是啪啪啪。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1135,"大作不死，必有下回。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1134,"人活着就会失去，你失去的不会再来，你争取的永远都会失去！
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1133,"你的感情路不顺吗?很顺啊，一路上连个人影都没有。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1132,"别人说你有潜力的时候先别高兴太早。因为...“实力不够，潜力来凑”。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1131,"放心吧 有钱人运气都不会太差的。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1130,"你感冒了，身边的人嘱咐你好好吃药。
你以为是关心你
其实他只是怕你传染他而已
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1129,"有人说你的水平就是自己周围接触最多的5个人的平均值。的确，我的周围没有马云，马云的周围也没有我。表面上是因为穷，实际是因为阶级分层导致的关系截断，再深一步，其实是自己不够格，眼界、思路、才能都无法和社会的精英相匹配，自然也就没有了交集。穷不可怕，可怕的是甘愿一辈子这么穷下去，还坦然地两手一摊说自己喜欢顺其自然。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1128,"钱不是坏东西，只要取之有道，谁都不怕烫手。这个社会不得不承认它现实的一面，理想的一面只是留自己以及懂自己的人。又有挑刺之人说钱不是万能，能用钱解决的是都不叫事——可是连钱都没有，这事还叫不叫是事？与其戴着虚伪的面具唱着高调说自己视金钱如粪土，还不如真实做自己，尽早排队努力加班挣大钱了。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1127," 世上无难事只怕有钱人，物以类聚人以穷分。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1126,"人们生活富足起来后，肥胖便成为很多女生的烦恼。“健身”随之横空出世，各路大神纷纷晒照，一年、半年后的坚持健身的前后对比，简直是天壤之别。先前油腻腻的胖妹子转身就是一位长发及腰的倾城仙女。逐渐人们达成一种共识——健身具有美容效果，瘦下来就能变美。
这样我不免就想到，那本身颜值就不在线的瘦子还有活路吗？难不成他们要猛吃成为胖子来掩饰自己的颜值不及格吗？
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1125,"瘦下来还这么丑，真是没救了。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:10 UTC
1124,"人吃饭是为了活着，而活着不是为了吃饭
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1123,"不为五斗米折腰的陶渊明是饿死的……
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1122,"人们大概都听过
不忘初心 方得始终
然而却没几个人知道下一句是
初心易得 始终难守。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1121,"不要看轻你自己，马云王健林还有你，你们三人的资产加起来足以震撼整个中国乃至世界的经济体系。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1120,"以大多数人努力的程度 远远达不到拼天赋的程度
(可是这个世界上，有些人光活着就已经拼尽全力了)
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1119,"你必须非常努力 才能相信自己是真的无能为力
加油 你是最差的
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1118,"只要你成为一个废物，就没人能够利用你
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1117,"上帝在给你关上一扇门的同时，还会用门夹你的脑子。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1116,"口中的道德和原则虽然重要，却总是要给手里的利益让道。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1115," 美国人的生活就是像你在电影电视剧看的那样好。天天玩儿，随便搞搞就挣大钱，到处都是感人的细节，帅哥美女随便搞。导演们把这些日常生活拍下来，送到电视台电影院播放。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1114," 我大学宿舍的一个女生，每天要花半个小时拌狗粮拿到外面去喂流浪狗。可她半个月才给家里打一次电话。她家是三线城市的工薪阶层。同学们都说她是爱心小天使。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1113," 我有一些漂亮又受过教育的姐妹，本来有机会嫁给官富二代，但很多被那些长得不错有名校高学历刚毕业在知名外企工作加班到很晚还健身的男生所吸引。觉得人家上进又有潜力。五六年后，她们悔得肠子都青了。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1112," 一些女生在背后议论长得美家境好的女生，说对方生活轻浮，道德不高。她们说得有根有据，也很有道理，但听起来总是显得酸溜溜的。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1111," 女生的冷暖自知什么的，在长得好看面前弱爆了。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1110," 有些女生觉得说自己是吃货能显得可爱，其实并没有这样的效果。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1109," 错把放纵当潇洒，把颓废当自由，把逃避责任当做追求自我价值。不过是懒，怕吃苦，哪来那么多好听的理由。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1108,"我问过很多女大学生这个问题：出国旅游和用名牌，真的这么重要吗?第一种回答是：不重要，但男朋友愿意而且能够给我买，很重要。第二种回答是：对啊，很重要啊!
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1107,"他给你的爱会消逝，他给你的TIFFANY却不会贬值。
",,2019-04-18 02:50:16 UTC,2019-04-28 08:24:09 UTC
1106,"爱情就是，如果没有更好的选择了，我才陪你到天荒地老。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1105,"每次看到穷游日志的感受都是：那么穷就别TM出去浪了。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1104,"青年靠什么混日子?头等青年靠出身，二等青年靠关系，三等青年靠天资，四等青年靠努力，五等青年耍文艺，六等青年打游戏，穷游，看美剧。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1103,"对今天解决不了的事情，也不必着急。因为明天还是解决不了。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1102,"最靠得住的是金钱，最靠不住的是人心。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1101,"父母一直注重对我的品德教育。到了社会上，我按照父母教我的接人待物，却发现自己并不受人待见。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1100,"秋天是收获的季节。别人的收获是成功与快乐，你的收获是认识到并不是每个人都会成功与快乐。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1099,"回首青春，我发现自己失去了很多宝贵的东西。但我并不难过，因为我知道，以后会失去的更多。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1098,"很多时候，乐观的态度和好听的话帮不了你。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1097,"我有个朋友，在几年前停止了抱怨和自怨自艾，开始努力改变自己。到今天，他的物质生活和精神状态都没有什么改善。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1096,"我发现没有任何一个煤矿工人靠挖煤多又快当上了煤老板。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1095,"只有能力强会被当成纯技术人员;而光会社交拍马又会被认为没有真才实学;所以，要想在单位中脱颖而出，最重要的是有关系。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1094,"我有一些漂亮又受过教育的姐妹，本来有机会嫁给官富二代，但很多被那些长得不错有名校高学历刚毕业在知名外企工作加班到很晚还健身的男生所吸引。觉得人家上进又有潜力。五六年后，她们悔得肠子都青了。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1093,"说到不一定能做到，所以谨言慎行。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1092,"只有拥有找男女朋友的能力和很多备胎，才能真正享受单身生活。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1091,"有些人感慨：“自己岁数不小了，还没有成熟起来。”其实你们已经成熟起来了，你们成熟起来就这样。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1090,"如果你很忙，除了你真的很重要以外，更可能的原因是：你很弱，你没有什么更好的事情去做，你生活太差不得不努力来弥补，或者你装作很忙，让自己显得很重要。——史蒂夫乔布斯
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1089,"直到三十岁才知道，和不同的人说不同的话，表现出不一样的态度，是一种非常可贵的能力，而不是虚伪。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1088,"长相不行的人，为人也未必好。只不过由于长久寂寞的折磨，有时会发疯似地对人好。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1087,"“你年轻时一事无成;时而自怨自艾颓废堕落，时而咬紧牙关拼命努力，经营关系，但你的生活一直没有改善，你一直很痛苦，直到三十岁。”他听后兴奋地问：那三十岁之后呢?有转机吗?算命先生微微抬起头：三十岁后……你就开始习惯了。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1086,"我们都是浩瀚宇宙中渺小的一员，但我们还是不断遇到宇宙中最自以为是的生物，也就是人类。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1085,"爱就像是食品店里的苹果，你根本找不出不带瑕疵的。每个人都不完美，尤其是你自己。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1084,"有些女生觉得说自己是吃货能显得可爱，其实并没有这样的效果。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:09 UTC
1083,"一些年轻人，通过高端消费来营造自己高端收入的形象。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:08 UTC
1082,"你这么努力，忍受那么多寂寞和纠结，我们也没觉得你有多优秀。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:08 UTC
1081,"又一天过去了。今天过得怎么样，梦想是不是更远了?
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:08 UTC
1080,"所谓的""不要让孩子输在起跑线上""是没有意义的，因为你就是起跑线本人，你的孩子早就输了。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:08 UTC
1079,"以前觉得靠关系的人一定很无能，接触后发现人家样样比我强。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:08 UTC
1078,"如果你每天干的活明显多于别人，但自己很高兴还感觉得到器重，那么与其说你很有才干，不如说你的领导很会管人。
",,2019-04-18 02:50:15 UTC,2019-04-28 08:24:08 UTC
